ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,d69d9c1f-03fb-473d-84e8-ea380df639e1,1156,,"[74.5, 17.8]",265963,29,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,62,Barcelona,217,['c11fa941-8866-43c8-9b28-07d6658af4eb'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:29:14.570,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,426fd240-1458-406d-8e47-0d61013f54ca,1158,,"[48.5, 70.7]",265963,29,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Left Defensive Midfield,62,Barcelona,217,['f00913d8-a452-468b-bda8-273d160c103a'],15,,,,,,,,,,,,,,,,,Getafe,216,00:29:15.267,Ball Receipt*,,2014/2015
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5e2f224-fd4b-4131-a0b5-be657f54bf19,1161,,"[56.5, 54.8]",265963,29,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Papa Babacar Diawara,27112.0,Center Forward,62,Barcelona,217,['2d636213-b4d7-430c-8909-b9b8f4a53f51'],16,,,,,,,,,,,,,,,,,Getafe,216,00:29:16.717,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,47c724a6-4fdc-4be1-932d-435f8237079f,1166,,"[60.7, 14.0]",265963,29,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,62,Barcelona,217,['2e6f9e8d-4b27-4257-ace0-b3fb06395d56'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:29:19.129,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0cbb255-c20f-4e92-9ac5-cb2beb1ec343,1169,,"[60.2, 27.7]",265963,29,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,62,Barcelona,217,['a01be2ae-30ba-411f-bf82-3ff7cc16d429'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:29:21.885,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6aa2e224-c250-4dab-ac61-350c53c0ce15,1172,,"[75.5, 36.2]",265963,29,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,62,Barcelona,217,['b3efd9a1-e2c0-449a-b690-bd7945da6a8f'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:29:23.125,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e3948dd-ffee-4e26-917f-b284f9fbbcae,1192,,"[97.2, 15.2]",265963,29,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,62,Barcelona,217,"['1a7176cc-3120-4f12-808c-c4398d534958', 'bcc7c930-9978-48f9-b583-0e8807fe0ed5']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:29:34.694,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11f9283e-2aa5-4ac6-a8d4-f965921b4b62,1195,,"[97.4, 21.7]",265963,29,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,62,Barcelona,217,['3f69613c-2933-4175-90bc-f2536787e706'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:29:35.785,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,befaf1ab-78a2-4cc0-b9a0-c816acecc5e3,1200,,"[59.6, 38.1]",265963,30,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Fredy Hinestroza Arias,27179.0,Center Attacking Midfield,63,Getafe,216,['38460c3f-8895-4f9f-b242-46865c38ebc2'],41,,,,,,,,,,,,,,,,,Getafe,216,00:30:41.088,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8802a665-15d1-4351-afea-e6657312df85,1202,,"[29.4, 26.6]",265963,30,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Alexis Ruano Delgado,6614.0,Left Center Back,63,Getafe,216,['d64c22d8-787f-44e0-b407-8c415ec01908'],43,,,,,,,,,,,,,,,,,Getafe,216,00:30:43.000,Ball Receipt*,,2014/2015
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,a141699a-b0c5-46e2-b022-907a3c0631e1,1206,,"[49.2, 23.6]",265963,30,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Emiliano Buendía,11813.0,Left Wing,63,Getafe,216,['1c468f80-94d8-4ffd-8b56-a791cd6b585b'],50,,,,,,,,,,,,,,,,,Getafe,216,00:30:50.527,Ball Receipt*,,2014/2015
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,51a7ed6a-9452-491e-a2a4-13c91e304a1f,1210,,"[93.2, 21.3]",265963,31,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Fredy Hinestroza Arias,27179.0,Center Attacking Midfield,64,Getafe,216,['fc5a8595-c1cd-4d26-8b23-074ecced19a9'],15,,,,,,,,,,,,,,,,,Getafe,216,00:31:15.188,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,437bd9f8-7149-4fa3-845f-86953c4025f7,1215,,"[13.4, 64.6]",265963,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,65,Barcelona,217,"['d9e60b7e-13de-4523-8e5d-eabe19f199b3', 'dc411907-400b-423a-9ef1-fd1f784a731e']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:31:18.888,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e37289a-30b7-487b-b5f4-b17712ba52a0,1220,,"[56.1, 77.9]",265963,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,65,Barcelona,217,"['8b7d47c6-60fd-4dfc-92af-8f3c9bf98c1c', 'cc4894e6-1e02-41c8-a6d9-5bb77ae2e773']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:31:29.397,Ball Receipt*,True,2014/2015
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1e7ca49-5542-47e2-bfec-b064b73ab58c,1224,,"[93.3, 56.2]",265963,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,65,Barcelona,217,['84fec404-e51e-4753-b90c-31884b011d6a'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:31:33.027,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,888c7c42-ccf6-4259-b741-01c93498bfc1,1226,,"[27.1, 17.2]",265963,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Lago Soto,27054.0,Left Back,66,Getafe,216,['fa3d3270-e806-4554-bd77-93d173cb46e4'],34,,,,,,,,,,,,,,,,,Getafe,216,00:31:34.849,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e28832bf-be6f-4e8a-9b07-d3c7d7273cdd,1229,,"[21.2, 19.3]",265963,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Ruano Delgado,6614.0,Left Center Back,66,Getafe,216,['200d110c-8b6b-486d-8529-56ff9c45684a'],36,,,,,,,,,,,,,,,,,Getafe,216,00:31:36.280,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e799d933-3b50-4726-998c-9fbbcab897c1,1233,,"[37.6, 27.0]",265963,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Left Defensive Midfield,66,Getafe,216,"['28b5b869-fe9f-4eb9-95e9-593016f0a331', '6d5df301-3425-44c5-b7e7-9c8614349948']",38,,,,,,,,,,,,,,,,,Getafe,216,00:31:38.044,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,154b8f68-32ab-47cc-8ecc-5c30dd557938,1236,,"[51.6, 6.3]",265963,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emiliano Buendía,11813.0,Left Wing,66,Getafe,216,['18aba451-f399-4e06-b8cc-ef1ce623686b'],39,,,,,,,,,,,,,,,,,Getafe,216,00:31:39.588,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7fabe74-4110-4f33-95ea-1c7213baa67b,1244,,"[55.6, 28.7]",265963,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,67,Barcelona,217,['1ab27ce8-71d4-4544-abb8-a31215f30147'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:31:52.974,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3fc4a505-e685-4b30-92e3-dcf151f8d0cb,1247,,"[94.2, 10.9]",265963,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,67,Barcelona,217,['52e05939-e46f-4176-a8df-114997888ef3'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:31:57.419,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,167db16c-8b27-4150-a0bc-f824c10b31e9,1250,,"[91.8, 53.3]",265963,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,67,Barcelona,217,['0c8d1a5c-ba98-4f4c-aaee-fa0132d0c55c'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:32:01.439,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e40d2ca-7e74-4658-ade0-98d54e272a00,1254,,"[90.9, 41.2]",265963,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,67,Barcelona,217,['f239d7f6-b6cc-48aa-b85f-cddc4acafe35'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:32:03.864,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1deafcd9-c484-427f-a410-8d7fd5a31cbe,1257,,"[102.2, 24.3]",265963,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,67,Barcelona,217,['48343f84-80ef-41b1-8bf3-9f58ab79b813'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:32:06.148,Ball Receipt*,,2014/2015
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c360432-01aa-41da-a5d4-cdc155176e88,1261,,"[103.7, 31.4]",265963,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,67,Barcelona,217,['def3072c-23bf-44eb-84e9-d1208337f61d'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:32:08.441,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,aafeac2c-6c9f-42b4-8f9c-10bd79d036e5,1268,,"[89.0, 30.6]",265963,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,67,Barcelona,217,['3ead407e-bbe7-465e-9859-ebcaf4d83634'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:32:12.817,Ball Receipt*,,2014/2015
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ef67843-f21d-4b94-b58e-3da53280d55b,1272,,"[33.3, 56.5]",265963,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro León Sánchez Gil,6907.0,Right Wing,67,Barcelona,217,['fa6d010f-c0d3-426a-bd9c-98dc82ae6028'],14,,,,,,,,,,,,,,,,,Getafe,216,00:32:14.864,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceabd50b-2f72-4bd5-a531-88f37bc60a79,1275,,"[57.6, 39.6]",265963,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,67,Barcelona,217,['dd960c29-9ed3-456a-8278-1a250a8429b3'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:32:17.751,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4644a0f0-c7bb-4bd5-98ee-334745561043,1278,,"[64.3, 60.6]",265963,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,67,Barcelona,217,['b362d125-a6d2-4c24-a4c0-f40d43277b28'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:32:22.274,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ea880d6-d36f-4fd0-a511-d44aee21c865,1281,,"[85.3, 75.7]",265963,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,67,Barcelona,217,['9edde35d-6bb8-44eb-b42a-8ab607fe946a'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:32:25.176,Ball Receipt*,,2014/2015
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,577a0249-0585-45c8-9730-4a84fec7f248,1284,,"[102.0, 19.3]",265963,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,67,Barcelona,217,['cd8d0ddb-14ed-433a-9c04-7812932cad48'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:32:28.726,Ball Receipt*,,2014/2015
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f8ee033-88b9-4fbf-885e-08790fe8a1f2,1288,,"[78.4, 56.7]",265963,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Papa Babacar Diawara,27112.0,Center Forward,68,Getafe,216,['767400d6-9730-4e25-9fcc-a6f8bea2141a'],45,,,,,,,,,,,,,,,,,Getafe,216,00:32:45.148,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,eeea2536-2e89-4047-809f-475c267a541c,1295,,"[70.3, 4.9]",265963,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emiliano Buendía,11813.0,Left Wing,68,Getafe,216,['348defd6-de8d-4839-ad73-ea2c255e6530'],51,,,,,,,,,,,,,,,,,Getafe,216,00:32:51.584,Ball Receipt*,,2014/2015
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,726ee936-6b16-4202-a45d-db95bf3e6bb9,1298,,"[97.5, 5.1]",265963,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fredy Hinestroza Arias,27179.0,Center Attacking Midfield,68,Getafe,216,['9319f32a-8bc7-4646-b99d-0f95c43777c0'],56,,,,,,,,,,,,,,,,,Getafe,216,00:32:56.650,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebed9da6-913a-4ab3-8d7d-f26819af958a,1300,,"[34.6, 50.6]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,69,Barcelona,217,['563ad25f-1a18-4e59-89fa-c07ecaf3d37b'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:33:11.151,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3232dc5c-683c-419a-811a-01305ba9f1dc,1302,,"[40.2, 26.6]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,69,Barcelona,217,['2f288f50-f47c-41d4-b653-7e2f52016306'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:33:13.147,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd119a93-1820-46f8-8310-60adc2c86e0c,1305,,"[50.1, 9.6]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Left Back,69,Barcelona,217,['09c35f3e-e205-4fce-9855-62d1ac1004c0'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:33:15.249,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5de8b6d8-d315-405d-a74b-2dddd6420feb,1308,,"[83.2, 5.3]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,69,Barcelona,217,['8fa24308-4abc-471f-b774-2ec721cfea46'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:33:18.439,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,03ce2bc4-2d5b-4e68-8e49-942813a45dc2,1312,,"[96.2, 11.1]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,69,Barcelona,217,['5b652807-e6de-4a49-a974-5125a8a4e85a'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:33:23.324,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d47c042-5da5-4cdd-94b0-19ce34cfd406,1315,,"[90.2, 10.6]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,69,Barcelona,217,"['b96af176-0a8d-484e-ad0e-af9edfa4af18', 'f2566f41-e17a-4e46-baff-936efab5d660']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:33:24.995,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d64d8a2-f994-4487-bbb4-6fca0e199256,1323,,"[21.8, 27.8]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Roberto Lago Soto,27054.0,Left Back,69,Barcelona,217,['f393bf31-fd64-4ace-b480-1db6153da271'],30,,,,,,,,,,,,,,,,,Getafe,216,00:33:30.446,Ball Receipt*,,2014/2015
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d9c1346-a606-4af2-aba4-a7b8ce54d294,1326,,"[42.7, 67.6]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro León Sánchez Gil,6907.0,Right Wing,69,Barcelona,217,['7a2a3ad3-ed73-4fd6-9ffe-3e8d2bdd94ea'],33,,,,,,,,,,,,,,,,,Getafe,216,00:33:33.489,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa30c8f5-855c-4c58-98b1-53d7f2226155,1331,,"[47.2, 19.5]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,69,Barcelona,217,['17a1ee88-2260-4bc6-9cb2-ba91a2651a7a'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:33:36.111,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a018d991-dfe5-4ac7-b304-dfa212837488,1334,,"[58.3, 31.9]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,69,Barcelona,217,['efe3dc8c-7eb1-4c2c-8231-16a88a300c40'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:33:39.446,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb9dd649-2d1f-4b83-be97-a84616db9304,1337,,"[62.6, 57.6]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,69,Barcelona,217,['6ae478be-3fb3-46d8-8f06-56015c051075'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:33:43.515,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,060801a6-e605-4d04-b73e-c2160a5de95b,1340,,"[62.2, 44.8]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,69,Barcelona,217,['1b7ab834-f61e-4723-b07d-7a321cbb5c3c'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:33:47.579,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1744bb2-c4e9-4c1e-bafc-8ab53c724723,1343,,"[63.2, 26.5]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,69,Barcelona,217,['b03dae3e-5249-400e-a797-7114dfb6f632'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:33:49.944,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,56756ff3-7e82-4ee6-b507-5f486572db87,1346,,"[71.6, 30.7]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,69,Barcelona,217,"['6c3f0f80-de8a-4ebb-bc09-2ea66f8bc852', '8db87f7a-73d4-40b7-a6d4-b8b3aff63c2a']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:33:51.157,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f9ab983-95a0-468c-b607-7f7378648053,1348,,"[62.4, 23.9]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,69,Barcelona,217,['58d7ab97-8e64-4b29-b40a-0dad5ba56108'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:33:51.959,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfcb020d-820c-492f-b436-92fa54cd7d74,1351,,"[72.5, 5.3]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Left Back,69,Barcelona,217,['83512a58-3423-42ef-b8ef-d9a0e74fe54d'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:33:54.511,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,851a7cbf-a1a3-434f-bed1-24601964ffa5,1354,,"[65.6, 13.0]",265963,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,69,Barcelona,217,['3901e08e-a8e5-4971-a757-b420c55d853a'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:33:57.419,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f72f073f-7736-4b87-a20f-3ebbc06f7b66,1357,,"[68.9, 63.9]",265963,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,69,Barcelona,217,['a1203f57-465a-4662-8e49-6d1a137b2b05'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:34:03.249,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ab72bd9-7ba1-49fa-84c7-0c7bcce6e32e,1360,,"[92.3, 74.0]",265963,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,69,Barcelona,217,['7115f78d-f25c-469a-810a-64020ed52156'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:34:07.373,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,38e42622-c23e-4e8a-9a42-f3e152370384,1364,,"[90.9, 52.4]",265963,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,69,Barcelona,217,['ec701d91-138f-4ae3-ae16-f0b1664eb9fe'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:34:11.398,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203be58-3051-4f6c-a895-46a51b280c7e,1368,,"[98.1, 39.8]",265963,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,69,Barcelona,217,['0bb69797-d51a-465b-99f1-7355d1ec10e9'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:34:13.642,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bece8f87-3e6d-4686-bd48-28cfe16cf42c,1372,,"[108.2, 24.6]",265963,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,69,Barcelona,217,['77004ad1-f783-4d77-b6c1-24014016025d'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:34:16.121,Ball Receipt*,,2014/2015
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,60c93305-8391-4005-bb78-59bad40cd970,1375,,"[99.6, 37.1]",265963,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,69,Barcelona,217,['76f58db2-b3eb-4db5-b5d9-8d14c7af709b'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:34:16.994,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d969526-53ac-4060-a585-d3dfa60be173,1380,,"[44.0, 55.8]",265963,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Papa Babacar Diawara,27112.0,Center Forward,69,Barcelona,217,"['7fe6ae38-3fa1-40ba-a9e9-17a2a46789e7', 'e5fdfac6-7ac1-457d-b5de-fa3be17fe722']",20,,,,,,,,,,,,,,,,,Getafe,216,00:34:20.238,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,57513b42-8c78-4099-b363-4fa15b1558d5,1387,,"[91.9, 8.4]",265963,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,69,Barcelona,217,['85dd26f8-5101-48c5-858f-24eea91c86fb'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:34:24.805,Ball Receipt*,,2014/2015
