bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.988086,,,,,,,,,,,,3e83081f-1103-4b8b-ae48-3326e34c6f00,3789,,,"[77.7, 19.3]",70223,90,,,,1.3528382,,Right Foot,,,,"[81.0, 34.2]",,Ground Pass,,15.261062,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Goal Kick,David Villa Sánchez,12737.0,Left Attacking Midfield,185,Barcelona,217,"['0eae3046-56ac-4a6d-b9ef-a3e648bc2387', 'ef0ec6b2-f571-4344-a390-6c70fcc09672']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:45:27.168,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,1.212324,,,,,,,,,,,,e1d7a19d-5975-4e5e-8203-056fede5793c,3793,,,"[80.0, 34.2]",70223,90,,,,1.2670618,,Left Foot,,,,"[84.2, 47.6]",,Ground Pass,,14.042791,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,Right Wing Back,185,Barcelona,217,"['5a76dd7c-05d1-41d4-8a5c-183903779976', 'fb9b2024-9451-4500-b7d0-c72cccd836ef']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:45:28.955,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,1.9493,,,,,,,,,,,,71007cf6-3d3f-4cd0-916a-7edaf0992246,3797,,,"[90.3, 39.7]",70223,90,,,,-0.08522023,,Left Foot,,,,"[110.2, 38.0]",,Ground Pass,,19.97248,,Pass Offside,,David Villa Sánchez,12737.0,,,Through Ball,True,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,185,Barcelona,217,"['01768715-8d84-47a8-a623-8e6d4f4eecbc', '5883e49b-23b5-4053-bc00-bbe683424575']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:45:32.018,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,0.313127,,,,,,,,,,,,35ae1e18-2918-441b-a4c2-9fde00341d6c,3800,,,"[85.8, 51.4]",70223,91,,,,1.7033478,,Left Foot,,,,"[85.6, 52.9]",,Ground Pass,,1.5132746,,,,Xavier Hernández Creus,20131.0,,,,,Free Kick,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,186,Barcelona,217,['9f0f2441-8e67-4381-b378-3bfa9ea7b7c1'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:46:49.802,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.97887,,,,,,,,,,,,3a153689-818a-4fc3-8871-ce76dbb2708a,3803,,,"[95.9, 55.4]",70223,91,,,,-2.235761,,Right Foot,,,,"[89.0, 46.6]",,Ground Pass,,11.182576,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Wing Back,186,Barcelona,217,['d762ab54-0886-4126-bc4b-b5c86233e8ad'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:46:53.453,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.863481,,,,,,,,,,,,f006214b-0cdd-4c7a-a799-8b29cf64dc3d,3806,,,"[87.9, 46.2]",70223,91,,,,-1.6549345,,Right Foot,,,,"[86.5, 29.6]",,Ground Pass,,16.658932,,,,Francesc Fàbregas i Soler,3478.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,186,Barcelona,217,['a7f9c06f-5078-4f81-bd38-1e17477f8489'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:46:54.805,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.645107,,,,,,,,,,,,218b020b-57b3-4e7b-9446-9849d912cc6f,3809,,,"[87.9, 23.9]",70223,91,,,,0.5187334,,Right Foot,,,,"[114.0, 38.8]",,High Pass,,30.05362,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Wing Back,186,Barcelona,217,"['07c70626-ddfc-47f3-bcdb-5d9ece9d918a', '615cc8ef-75fa-453c-8a4b-9881d41121c3']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:46:56.870,Pass,,2011/2012
,,,,,,,,,,,,,,,,,3.769477,,,,,,,,,,,,9ec8f6fa-93cb-47a8-b342-45cede0483fd,3813,,,"[18.3, 47.4]",70223,92,,,,0.3072738,,Drop Kick,,,,"[76.6, 65.9]",,High Pass,,61.16486,,Incomplete,,Pablo Daniel Piatti,6763.0,,,,,,2,From Free Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,186,Barcelona,217,"['6da07ebc-f829-4838-a6f6-377f97e2470c', '8b1e9fe7-c52b-4436-b253-a327911cec99']",9,,,,,,,,,,,,,,,,,Valencia,207,00:47:09.097,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.185468,,,,,,,,,,,,6da07ebc-f829-4838-a6f6-377f97e2470c,3815,,,"[44.4, 15.1]",70223,92,,,,1.3746747,,Head,,,,"[47.4, 30.2]",,Low Pass,,15.395129,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,186,Barcelona,217,"['90a997fd-239a-48bc-bbca-71db32fccdb2', '9ec8f6fa-93cb-47a8-b342-45cede0483fd']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:47:12.866,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.831121,,,,,,,,,,,,abcad018-c317-43b4-a5e3-8bd507ec90ef,3819,,,"[48.9, 32.1]",70223,92,,,,-0.04164258,,Right Foot,,,,"[58.5, 31.7]",,Ground Pass,,9.60833,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,186,Barcelona,217,"['ab5583ef-abc8-4042-8cf5-9069531c6b49', 'd16c4767-e43a-40d3-bb45-65ef12671432']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:47:14.681,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,0.452537,,,,,,,,,,,,3a72ca78-74b3-4382-ac4b-b14e94d4220c,3822,,,"[58.5, 31.5]",70223,92,,,,1.4868817,,Left Foot,,,,"[59.4, 42.2]",,Ground Pass,,10.737783,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Left Defensive Midfield,186,Barcelona,217,['00bcc874-e5f0-4069-ba35-815fa7c753f3'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:47:15.996,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.649115,,,,,,,,,,,,0d58966e-0f5d-4962-bc6b-75f8199bfc10,3826,,,"[63.8, 42.8]",70223,92,,,,-1.3045443,,Right Foot,,,,"[66.5, 32.9]",,Ground Pass,,10.261579,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Wing Back,186,Barcelona,217,['9b7e9b06-fb86-41cf-9577-86fdd85ce7fa'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:47:22.176,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.604519,,,,,,,,,,,,cbc37770-3877-48d7-9f48-303647307161,3829,,,"[64.6, 35.7]",70223,92,,,,-0.9242832,,Right Foot,,,,"[88.6, 3.9]",,Low Pass,,39.84018,,,,Francesc Fàbregas i Soler,3478.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,186,Barcelona,217,['caaf638b-3191-4e43-a434-489eeff7a01c'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:47:22.906,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.639023,,,,,,,,,,,,73abf821-4c8b-4f42-b31d-dfc44489b81d,3837,,,"[76.6, 44.7]",70223,92,,,,-0.5012643,,Right Foot,,,,"[105.8, 28.7]",,High Pass,,33.296246,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Center Back,186,Barcelona,217,['3f13aa91-e29f-412a-9ace-081c3b7afa7f'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:47:34.851,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.440834,,,,,,,,,,,,3381d6e8-b0e0-4b77-9b84-4798ccb94efe,3843,,,"[7.0, 45.0]",70223,93,,,,0.0974243,,Right Foot,,,,"[77.6, 51.9]",,High Pass,,70.93638,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,187,Valencia,207,['8cc2f428-2d6a-4e37-9ebb-e335650e617b'],9,,,,,,,,,,,,,,,,,Valencia,207,00:48:09.768,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.8089,,,,,,,,,,,,1a9170ed-1c78-46dd-82d2-dc5599068c87,3845,,,"[65.6, 50.0]",70223,93,,,,0.035859063,,Head,,,,"[87.9, 50.8]",,High Pass,,22.314344,,,,Jonas Gonçalves Oliveira,17083.0,,,,,Recovery,2,From Goal Kick,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,187,Valencia,207,['3dea5992-bc72-4cef-b2f6-582e91bc4261'],13,,,,,,,,,,,,,,,,,Valencia,207,00:48:13.303,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.5486,,,,,,,,,,,,ee055ee8-63ef-4626-a32a-7b288c2b92a4,3848,,,"[87.9, 50.8]",70223,93,,,True,0.27632728,,,,,,"[94.6, 52.7]",,High Pass,,6.9641943,,,,Pablo Daniel Piatti,6763.0,,,,,,2,From Goal Kick,Jonas Gonçalves Oliveira,17083.0,Center Attacking Midfield,187,Valencia,207,"['0922401a-aba9-44cb-bb15-0976fa5c784a', 'fef3df53-2d3c-43cd-8097-e0af09116cd3']",15,,,,,,,,,,,,,,,,,Valencia,207,00:48:15.192,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,1.997108,,,,,,,,,,,,87c760e7-08a3-42d2-ab6e-8b65b61e2aee,3853,,,"[15.2, 28.5]",70223,93,,,,0.4766762,,Right Foot,,,,"[39.6, 41.1]",,High Pass,,27.461245,,,,Francesc Fàbregas i Soler,3478.0,,,,,Recovery,2,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,188,Barcelona,217,['35c5db18-83b8-4830-a66e-385ce1785738'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:48:18.349,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.47446,,,,,,,,,,,,05a05b94-a686-4e1f-9d0d-af2404eeac96,3856,,,"[43.2, 42.6]",70223,93,,,,-0.10186838,,Right Foot,,,,"[65.7, 40.3]",,Ground Pass,,22.61725,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Wing Back,188,Barcelona,217,['15d0a433-e09d-46ba-a0d1-fab807ce7025'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:48:21.606,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.945824,,,,,,,,,,,,36f6e7cc-937e-418f-bf9b-f0d0c0f16a10,3859,,,"[65.7, 38.8]",70223,93,,,,1.2729933,,Left Foot,,,,"[68.8, 48.9]",,Ground Pass,,10.565037,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Defensive Midfield,188,Barcelona,217,['73e513bf-2596-4d09-8f77-b7afe06415cf'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:48:23.384,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.353664,,,,,,,,,,,,736dfb9a-e045-4342-bcac-ad740f7f62b4,3862,,,"[69.7, 47.0]",70223,93,,,,-1.0699166,,Left Foot,,,,"[77.2, 33.3]",,Ground Pass,,15.618579,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,188,Barcelona,217,['c4edfbd8-d725-4d15-aa23-9f3d67575737'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:48:24.330,Pass,,2011/2012
,,,,,,,,,,,,,,,,,4.359296,,,,,,,,,,,,40f4a203-3d79-47b3-bd17-f5f6458d729d,3869,,,"[46.5, 49.8]",70223,93,,,,-0.9089315,,Right Foot,,,,"[79.3, 7.7]",,High Pass,,53.369,,Unknown,,,,,True,,,,2,Regular Play,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,188,Barcelona,217,,27,,,,,,,,,,,,,,,,,Valencia,207,00:48:27.831,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0bf0913f-8f92-444c-bcb9-493fe8dff639,6,,,"[60.2, 44.3]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['401c961a-587d-42d6-8d78-2da1374157fd'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.705,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877154f2-6868-4862-8392-5d27bf7ee0e9,9,,,"[45.4, 43.2]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Midfield,2,Barcelona,217,['62887042-4268-43b2-a107-34229ffbac41'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.092,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e59369db-f51c-4cbf-b94d-6c59f19af9da,12,,,"[50.3, 55.2]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Wing Back,2,Barcelona,217,['98e57ffe-9cc9-4065-b9f1-6ca0313359d9'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.422,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916857dc-4b5d-4b12-a98b-068ec0c9f35f,15,,,"[29.1, 50.4]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['51d7baea-b280-4601-8bb2-28e6f27a31cf'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.780,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc00002c-9f8b-4bda-adfd-70c2fa880f5f,18,,,"[32.0, 71.6]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['f2322d90-5571-4831-9714-2e52e3770069'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.092,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b2e6927-8643-4531-ab19-4e0a0b62aab2,21,,,"[29.1, 50.6]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['9471ea44-85d9-4ded-be7f-fd0b29f2f388'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.603,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75ebb958-9725-4e36-a290-aa64a5534091,24,,,"[36.0, 72.2]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['ab7900d1-0bf1-470d-88f8-d52f9f8cf67b'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.445,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fe63090-9b2a-4f01-b24c-673a546a4b1a,27,,,"[9.1, 43.4]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,2,Barcelona,217,['77b6a13b-0fd5-4553-9022-34d3959a8e7d'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.689,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4af59c2-9177-485a-bcfb-327fa61ec099,31,,,"[15.0, 74.6]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['2d343bbb-56ef-4141-827f-35e9b3b0a5fd'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.756,Ball Receipt*,,2011/2012
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,78b43fd5-6856-4a4b-bdb5-8927eceef6d7,35,,,"[47.6, 77.7]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Attacking Midfield,2,Barcelona,217,['9493523f-52f1-4c80-8851-8daba1cc2796'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.755,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52eaad91-b326-4038-b627-bcb5a35d7921,43,,,"[44.4, 59.6]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Midfield,2,Barcelona,217,['fdb0649e-6fcf-42b6-91c1-f6f5ecd429fc'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.615,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b91259e2-1c9d-4416-bdad-426f048104b4,47,,,"[37.0, 60.1]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Wing Back,2,Barcelona,217,"['0a9b72e6-07ae-424f-9aa1-80ba6824ff87', '4597b4e2-4951-4f24-98c1-5949db805a76']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.870,Ball Receipt*,True,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fea535e-55dd-4cc9-81d1-435789ab902a,50,,,"[56.8, 21.0]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,2,Barcelona,217,['fe902c20-1f31-4d7e-be55-5dbebbf0226a'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.795,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4494c8e-cc03-4bcc-97d1-25a88fe9d6f4,54,,,"[57.2, 22.6]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Left Wing Back,2,Barcelona,217,['4ea1bfa3-d1ce-4ee2-b9c7-88a9cc6db68b'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.365,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb358aaf-07e2-4d05-90f7-67986c33e62e,58,,,"[56.2, 30.2]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Midfield,2,Barcelona,217,"['254e85cc-d3cb-42b0-9e2f-840b34510a3b', 'ea8efe43-c96b-4c2e-926f-ce126b7fba1a']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.041,Ball Receipt*,True,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25e259e1-a88a-4984-83b6-6cb1e746e7ca,61,,,"[39.1, 17.4]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Center Back,2,Barcelona,217,['9db7477a-28dc-422e-bdf8-461ece08988c'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.221,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa5ecfc6-1fc9-4c1e-97e9-92588417b960,64,,,"[53.6, 6.0]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Left Wing Back,2,Barcelona,217,['ea9b4624-4c54-45bb-88b5-57a81b449ac0'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.000,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a02c936e-cf99-4c41-b9c3-b5da881b29b5,67,,,"[48.0, 17.2]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Center Back,2,Barcelona,217,['b9be3abd-0f88-4af2-bfa2-5aa19d10daa5'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.845,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e04a745-6abd-4e00-a2a4-d3897a5b5623,70,,,"[43.1, 67.6]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['8ed60c81-ca85-411f-8c91-7c4220b2e011'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.734,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58a094a8-c9a5-41d2-b6d9-c70bcaf9a484,73,,,"[46.7, 57.1]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Wing Back,2,Barcelona,217,['d0d848a1-f536-44d6-af5f-d3ce7fdeb82e'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.667,Ball Receipt*,,2011/2012
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,b515e5cc-dce3-4736-9b44-4a9ecb9232cb,76,,,"[84.3, 49.8]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Attacking Midfield,2,Barcelona,217,['8f6b77e6-e07c-4f88-8751-950bb7e6b3dc'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.945,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da702c84-8179-402b-bba4-44191a45bc07,80,,,"[56.6, 18.4]",70223,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,2,Barcelona,217,['e94fd0e2-b66a-4ea2-81d1-93a167009964'],59,,,,,,,,,,,,,,,,,Valencia,207,00:00:59.466,Ball Receipt*,,2011/2012
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,b114a581-7b88-47e8-b7a8-c2f43afe640f,84,,,"[99.7, 4.6]",70223,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Wing,2,Barcelona,217,['3fc26291-3f7d-4175-a033-624f8d44894f'],5,,,,,,,,,,,,,,,,,Valencia,207,00:01:05.373,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60c43b01-a5ec-43af-8df3-33a47f8de4f7,91,,,"[88.6, 5.6]",70223,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,3,Valencia,207,"['0ccc2622-2af5-43ea-888b-43ed540a9400', '2ea94b72-e36c-4cdc-a1d7-36aa4e2d5898']",18,,,,,,,,,,,,,,,,,Valencia,207,00:01:18.306,Ball Receipt*,True,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33eca36a-b513-4b88-b3d9-f4cfa5d5d33f,94,,,"[95.5, 17.6]",70223,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Wing,3,Valencia,207,['b0952cd3-70d0-4071-bc13-211ef35fe264'],20,,,,,,,,,,,,,,,,,Valencia,207,00:01:20.125,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650b1356-01d3-43c5-bdd6-305945986a89,97,,,"[118.2, 11.7]",70223,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Valencia,207,['64def789-a17a-4515-9924-b12861a5c85a'],22,,,,,,,,,,,,,,,,,Valencia,207,00:01:22.613,Ball Receipt*,,2011/2012
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,13782078-052e-46d1-a34e-52d6c1e751c8,99,,,"[114.2, 30.0]",70223,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Roberto Soldado Rillo,26009.0,Center Forward,3,Valencia,207,['873f9929-8bfe-4d25-b9f0-46a5c38bff21'],23,,,,,,,,,,,,,,,,,Valencia,207,00:01:23.651,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db6876a0-a088-4975-be43-eec01e7b3db6,103,,,"[21.5, 70.8]",70223,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,['0845e91e-8661-4917-bd9d-ac22279a4a97'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.919,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8aa12c27-3fa0-4150-937e-9d05d092c22b,107,,,"[8.5, 50.0]",70223,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,['7298946f-9cf5-458a-9572-0950e56164c4'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.362,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63b3bca0-3e3f-41be-ab31-4ffb7ebb6913,110,,,"[44.4, 61.3]",70223,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,4,Barcelona,217,['84bacce3-b2b4-4e1b-96a9-5536b4c2b6f8'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.763,Ball Receipt*,,2011/2012
